Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,Columbia_300A_SW48_000053_2_p08,Columbia_300A_SW48_000054_3_p08,Columbia_300A_SW48_000055_2_p08,Columbia_300A_SW48_000056_2_p08,Columbia_300A_SW48_000057_2_p08,Columbia_300A_SW48_000058_2_p08,Columbia_300A_SW48_000060_2_p08,Columbia_300A_SW48_000061_2_p08,Columbia_300A_SW48_000062_2_p08,Columbia_300A_SW48_000063_2_p08,Columbia_300A_SW48_000064_2_p08,Columbia_300A_SW48_000065_2_p08,Columbia_300A_SW48_000066_2_p08,Columbia_300A_SW48_000067_2_p08,Columbia_300A_SW48_000051_2_p08,Columbia_300A_SW48_000052_2_p08
99.5563383815633,0,0,0,0,0,0,0,0,,None,100.563614848443,0,0,0,0,1298556.6,0,0,0,4237896.5,0,0,0,0,0,0,0,0,3518488.8
100.418062152985,0,0,0,0,0,0,0,0,,None,101.425338619865,0,0,0,0,0,0,1072466.9,0,0,0,0,0,0,0,0,0,0,0
102.243835837031,0,0,0,0,0,0,0,0,,None,103.251112303911,0,0,0,0,0,1059891.3,0,0,0,0,0,1220229.1,0,0,0,0,0,0
103.603891546816,0,0,0,0,0,0,0,0,,None,104.611168013696,0,0,0,0,0,0,0,0,0,1104036.9,0,0,0,0,0,0,0,0
103.616085203897,0,0,0,0,0,0,0,0,,None,104.623361670777,0,0,0,0,0,0,0,0,0,0,0,0,1076375.6,0,0,0,0,0
104.088347518373,0,0,0,0,0,0,0,0,,None,105.095623985253,0,0,0,0,0,0,0,0,1027646.6,0,0,0,0,0,0,0,0,0
104.137227620863,0,0,0,0,0,0,0,0,,None,105.144504087743,0,0,1389258.4,0,0,0,0,0,0,0,0,1876636.8,0,0,0,0,0,0
104.155498204939,0,0,0,0,0,0,0,0,,None,105.162774671819,0,0,0,0,0,0,0,0,1071454.1,0,0,0,0,0,0,0,0,0
104.562208152621,0,0,0,0,0,0,0,0,,None,105.569484619501,0,0,1032321.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104.659712830853,0,0,0,0,0,0,0,0,,None,105.666989297733,0,0,0,0,0,0,0,0,0,1096148.9,0,0,0,0,0,0,0,0
105.033159240216,0,0,0,0,0,0,0,0,,None,106.040435707096,0,0,0,0,1048399.9,0,0,0,0,0,0,0,0,0,0,0,0,0
105.055441829761,0,0,0,0,0,0,0,0,,None,106.062718296641,0,0,0,0,0,1059963.4,0,0,0,0,0,0,0,0,0,0,0,0
105.427803585416,0,0,0,0,0,0,0,0,,None,106.435080052296,0,0,0,0,0,0,0,1070667.1,0,0,0,0,0,0,0,0,0,0
105.559183493686,0,0,0,0,0,0,0,0,,None,106.566459960566,0,0,0,0,0,0,0,0,0,0,1048540.8,0,0,0,0,0,0,0
105.577117478547,0,0,0,0,0,0,0,0,,None,106.584393945427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1044548.1,0
105.755841699749,0,0,0,0,0,0,0,0,,None,106.763118166629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1044023.1,0
105.804818828196,0,0,0,0,0,0,0,0,,None,106.812095295076,0,0,0,0,0,0,0,1041215.4,0,0,0,0,0,0,0,0,0,0
105.983429530811,0,0,0,0,0,0,0,0,,None,106.990705997691,0,0,0,0,0,0,0,0,0,0,0,0,1051600.4,0,0,0,0,0
106.102067912145,0,0,0,0,0,0,0,0,,None,107.109344379025,0,0,1303490.4,0,0,1101566.6,1228120.5,0,0,0,0,1541438.1,0,0,0,1213073.9,0,0
106.276358262163,0,0,0,0,0,0,0,0,,None,107.283634729043,0,0,0,0,0,0,0,0,1035264.8,0,0,0,0,0,0,0,0,0
106.462220737282,0,0,0,0,0,0,0,0,,None,107.469497204162,0,0,0,0,0,0,0,0,0,1063282.1,0,0,0,0,0,0,0,0
106.533148566574,0,0,0,0,0,0,0,0,,None,107.540425033454,0,0,1052227.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106.587427533593,0,0,0,0,0,0,0,0,,None,107.594704000473,0,0,0,0,0,0,0,0,0,0,0,0,1121466.9,0,0,0,0,0
106.611309829656,0,0,0,0,0,0,0,0,,None,107.618586296536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040522.4
106.63085514831,0,0,0,0,0,0,0,0,,None,107.63813161519,0,0,0,0,0,1036846.8,0,0,0,0,0,0,0,0,0,0,0,0
106.737511089106,0,0,0,0,0,0,0,0,,None,107.744787555986,0,0,0,0,0,0,0,0,1041418.3,0,0,0,0,0,0,0,0,0
106.873426585762,0,0,0,0,0,0,0,0,,None,107.880703052642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1057513.3,0,0
106.983900112645,0,0,0,0,0,0,0,0,,None,107.991176579525,0,0,0,0,1055731.1,0,0,0,0,0,0,0,0,0,0,0,0,0
106.99099889292,0,0,0,0,0,0,0,0,,None,107.9982753598,0,0,0,0,0,0,0,0,1162925.6,0,0,0,0,0,0,0,0,0
107.06820239502,0,0,0,0,0,0,0,0,,None,108.0754788619,0,0,0,1172466.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107.123281449485,0,0,0,0,0,0,0,0,,None,108.130557916365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1097904.3
107.13953169491,0,0,0,0,0,0,0,0,,None,108.14680816179,0,0,0,0,0,0,0,0,0,0,1069521.6,0,0,0,0,0,0,0
107.140236073009,0,0,0,0,0,0,0,0,,None,108.147512539889,0,0,0,0,0,0,0,0,0,0,0,0,0,1067578.1,0,0,0,0
107.189576819402,0,0,0,0,0,0,0,0,,None,108.196853286282,0,0,0,1066713.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107.281246714196,0,0,0,0,0,0,0,0,,None,108.288523181076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047284.9
107.335003813212,0,0,0,0,0,0,0,0,,None,108.342280280092,0,0,0,0,0,0,0,0,0,0,0,0,1074894,0,0,0,0,0
107.398791331068,0,0,0,0,0,0,0,0,,None,108.406067797948,0,0,1049130.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107.42420139592,0,0,0,0,0,0,0,0,,None,108.4314778628,0,0,0,0,0,0,0,0,0,1146166.5,0,0,0,0,0,0,0,0
107.472488476596,0,0,0,0,0,0,0,0,,None,108.479764943476,0,0,0,1245809.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107.501393679605,0,0,0,0,0,0,0,0,,None,108.508670146485,0,0,0,0,1064137.9,0,0,0,0,0,0,0,0,0,0,0,0,0
107.503907815693,0,0,0,0,0,0,0,0,,None,108.511184282573,0,0,1046954.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107.574844714695,0,0,0,0,0,0,0,0,,None,108.582121181575,0,0,0,0,0,0,0,0,0,1036265.8,0,0,0,0,0,0,0,0
107.576606608327,0,0,0,0,0,0,0,0,,None,108.583883075207,0,0,0,0,0,0,0,0,0,0,0,0,1028064.8,0,0,0,0,0
107.592125908288,0,0,0,0,0,0,0,0,,None,108.599402375168,0,0,0,1089336.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107.622616378734,0,0,0,0,0,0,0,0,,None,108.629892845614,0,0,0,0,0,0,0,0,0,0,0,0,1102127.9,0,0,0,0,0
107.637539586234,0,0,0,0,0,0,0,0,,None,108.644816053114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026727.2,0,0,0
107.652627514445,0,0,0,0,0,0,0,0,,None,108.659903981325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075064.3,0,0,0
107.669790326809,0,0,0,0,0,0,0,0,,None,108.677066793689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075739.6,0
107.68866703575,0,0,0,0,0,0,0,0,,None,108.69594350263,0,0,0,0,0,0,1032569.1,0,0,0,0,0,0,0,0,0,0,0
107.703197976517,0,0,0,0,0,0,0,0,,None,108.710474443397,0,0,0,0,0,0,0,0,0,0,0,0,1072014.9,0,0,0,0,0
107.731059254041,0,0,0,0,0,0,0,0,,None,108.738335720921,0,0,0,0,0,0,0,0,0,0,0,1065878.8,0,0,0,0,0,0
107.755461897433,0,0,0,0,0,0,0,0,,None,108.762738364313,0,0,0,0,0,0,0,0,0,1063701.4,0,0,0,0,0,0,0,0
107.840805536148,0,0,0,0,0,0,0,0,,None,108.848082003028,0,0,0,0,0,0,0,0,0,0,0,0,0,1075170,0,0,0,0
107.8963796107,0,0,0,0,0,0,0,0,,None,108.90365607758,0,0,0,0,0,0,0,0,1054055.3,0,0,0,0,0,0,0,0,0
107.927693671642,0,0,0,0,0,0,0,0,,None,108.934970138522,0,0,0,0,1109992,0,0,0,0,0,0,0,0,0,0,0,0,0
107.939080731355,0,0,0,0,0,0,0,0,,None,108.946357198235,0,0,0,0,0,0,0,0,0,0,1124520.1,0,0,0,0,0,0,0
108.089755694094,0,0,0,0,0,0,0,0,,None,109.097032160974,0,0,0,0,0,0,0,0,1100946.1,0,0,0,0,0,0,0,0,0
108.094825964927,0,0,0,0,0,0,0,0,,None,109.102102431807,0,0,0,0,0,1078785.4,0,0,0,0,0,0,0,0,0,0,0,0
108.142475045649,0,0,0,0,0,0,0,0,,None,109.149751512529,0,0,0,0,0,1672226.8,2140646.8,0,0,1038629.1,0,1411814.9,0,0,0,0,0,0
108.160701590345,0,0,0,0,0,0,0,0,,None,109.167978057225,0,0,1034663.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108.197795421458,0,0,0,0,0,0,0,0,,None,109.205071888338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1062273.9,0,0
108.270303268426,0,0,0,0,0,0,0,0,,None,109.277579735306,0,0,0,0,0,0,0,1133980.9,0,0,0,0,0,0,0,0,0,0
108.352663676404,0,0,0,0,0,0,0,0,,None,109.359940143284,0,0,0,0,0,0,0,0,0,0,1062473.9,0,0,0,0,0,0,0
108.44410527139,0,0,0,0,0,0,0,0,,None,109.45138173827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1056724.4,0,0
108.475306864487,0,0,0,0,0,0,0,0,,None,109.482583331367,0,0,0,0,0,0,0,0,1115794.1,0,0,0,0,0,0,0,0,0
108.492981200635,0,0,0,0,0,0,0,0,,None,109.500257667515,0,0,0,0,0,0,1034688.3,0,0,0,0,0,0,0,0,0,0,0
108.529715830334,0,0,0,0,0,0,0,0,,None,109.536992297214,0,0,0,0,1068226.5,0,0,0,0,0,0,0,0,0,0,0,0,0
108.552118766696,0,0,0,0,0,0,0,0,,None,109.559395233576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1061664.5,0,0
108.556573703421,0,0,0,0,0,0,0,0,,None,109.563850170301,0,0,0,0,1126111,0,0,0,0,0,0,0,0,0,0,0,0,0
108.584276346876,0,0,0,0,0,0,0,0,,None,109.591552813756,0,0,0,0,0,0,0,0,1103021.9,0,0,0,0,0,0,0,0,0
108.587958505869,0,0,0,0,0,0,0,0,,None,109.595234972749,0,0,0,0,0,0,0,0,0,0,1046269.3,0,0,0,0,0,0,0
108.7148221716,0,0,0,0,0,0,0,0,,None,109.72209863848,0,0,0,0,0,0,0,1065890.3,0,0,0,0,0,0,0,0,0,0
108.803575752481,0,0,0,0,0,0,0,0,,None,109.810852219361,0,0,0,0,0,0,0,1047597.4,0,0,0,0,0,0,0,0,0,0
108.811501266831,0,0,0,0,0,0,0,0,,None,109.818777733711,0,0,0,0,0,0,0,0,1045593.1,0,0,0,0,0,0,0,0,0
108.834005159813,0,0,0,0,0,0,0,0,,None,109.841281626693,0,0,0,0,0,0,0,0,1085761.9,0,0,0,0,0,0,0,0,0
108.883846642799,0,0,0,0,0,0,0,0,,None,109.891123109679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1033333.9,0,0,0
108.902357158721,0,0,0,0,0,0,0,0,,None,109.909633625601,0,0,0,0,0,0,0,0,0,0,0,0,0,1047025.1,0,0,0,0
108.932338789681,0,0,0,0,0,0,0,0,,None,109.939615256561,0,0,1048169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109.001305680188,0,0,0,0,0,0,0,0,,None,110.008582147068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1025432.9
109.095668049989,0,0,0,0,0,0,0,0,,None,110.102944516869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041030.6,0
109.097749228227,0,0,0,0,0,0,0,0,,None,110.105025695107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1076755.5
109.112968156892,0,0,0,0,0,0,0,0,,None,110.120244623772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1074106.6
109.113809969912,0,0,0,0,0,0,0,0,,None,110.121086436792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032749.6,0
109.118413712975,0,0,0,0,0,0,0,0,,None,110.125690179855,0,0,0,0,0,0,0,0,0,1073690,0,0,0,0,0,0,0,0
109.130660462549,0,0,0,0,0,0,0,0,,None,110.137936929429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144082.1,0,0,0
109.133354985678,0,0,0,0,0,0,0,0,,None,110.140631452558,0,0,0,0,0,0,0,0,0,0,0,0,0,1123953.8,0,0,0,0
109.185061202264,0,0,0,0,0,0,0,0,,None,110.192337669144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1089265.1,0,0,0
109.206533386867,0,0,0,0,0,0,0,0,,None,110.213809853747,0,0,0,0,0,0,0,0,1077779.3,0,0,0,0,0,0,0,0,0
109.233650440811,0,0,0,0,0,0,0,0,,None,110.240926907691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030026.9,0
109.236286578725,0,0,0,0,0,0,0,0,,None,110.243563045605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029175.8
109.238536322624,0,0,0,0,0,0,0,0,,None,110.245812789504,0,0,0,0,0,1155106,0,0,0,0,0,0,0,0,0,0,0,0
109.245441521951,0,0,0,0,0,0,0,0,,None,110.252717988831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048791.4,0,0
109.270152290513,0,0,0,0,0,0,0,0,,None,110.277428757393,0,0,0,0,0,0,0,0,0,0,0,0,0,1029838,0,0,0,0
109.294112793672,0,0,0,0,0,0,0,0,,None,110.301389260552,0,0,0,1037596.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109.299609281741,0,0,0,0,0,0,0,0,,None,110.306885748621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1059136.3
109.390236506897,0,0,0,0,0,0,0,0,,None,110.397512973777,0,0,0,0,0,0,0,0,0,0,1170283.4,0,0,0,0,0,0,0
109.458084895173,0,0,0,0,0,0,0,0,,None,110.465361362053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1058950.3,0,0,0
109.548572148985,0,0,0,0,0,0,0,0,,None,110.555848615865,0,0,0,0,0,0,1056229.8,0,0,0,0,0,0,0,0,0,0,0
109.595722512411,0,0,0,0,0,0,0,0,,None,110.602998979291,0,0,1036081.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109.599728460686,0,0,0,0,0,0,0,0,,None,110.607004927566,0,0,0,0,0,0,0,0,0,0,1071446.8,0,0,0,0,0,0,0
109.605121304857,0,0,0,0,0,0,0,0,,None,110.612397771737,0,0,0,1055225.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109.61891051658,0,0,0,0,0,0,0,0,,None,110.62618698346,0,0,0,0,0,0,0,0,0,0,0,0,0,1040150.3,0,0,0,0
109.630431383148,0,0,0,0,0,0,0,0,,None,110.637707850028,0,0,0,0,0,1047485.1,0,0,0,0,0,0,0,0,0,0,0,0
109.701380952732,0,0,0,0,0,0,0,0,,None,110.708657419612,0,0,0,0,0,0,0,0,0,0,1099829.6,0,0,0,0,0,0,0
109.725775972545,0,0,0,0,0,0,0,0,,None,110.733052439425,0,0,0,0,0,0,0,0,0,0,0,0,0,1038540.4,0,0,0,0
109.764699232353,0,0,0,0,0,0,0,0,,None,110.771975699233,0,0,0,0,0,0,0,0,0,0,0,1052641.6,0,0,0,0,0,0
109.801739451053,0,0,0,0,0,0,0,0,,None,110.809015917933,0,0,0,0,0,0,0,0,0,0,1200642.6,0,0,0,0,0,0,0
109.813095974415,0,0,0,0,0,0,0,0,,None,110.820372441295,0,0,0,0,0,0,0,1034487.6,0,0,0,0,0,0,0,0,0,0
109.831913300181,0,0,0,0,0,0,0,0,,None,110.839189767061,0,0,0,0,0,0,0,0,0,0,1034981.1,0,0,0,0,0,0,0
109.842303333298,0,0,0,0,0,0,0,0,,None,110.849579800178,0,0,0,0,0,1055382,0,0,0,0,0,0,0,0,0,0,0,0
109.844777235854,0,0,0,0,0,0,0,0,,None,110.852053702734,0,0,0,0,0,0,0,0,0,0,1037304.4,0,0,0,0,0,0,0
109.852773003305,0,0,0,0,0,0,0,0,,None,110.860049470185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146593,0,0,0
109.862129662193,0,0,0,0,0,0,0,0,,None,110.869406129073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029673.1,0
109.903953477052,0,0,0,0,0,0,0,0,,None,110.911229943932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1084566.9,0
109.934927782426,0,0,0,0,0,0,0,0,,None,110.942204249306,0,0,0,0,0,0,0,0,0,0,0,0,1095076.1,0,0,0,0,0
109.946256849412,0,0,0,0,0,0,0,0,,None,110.953533316292,0,0,0,0,0,0,0,0,0,0,0,0,0,1031738.3,0,0,0,0
110.026453475541,0,0,0,0,0,0,0,0,,None,111.033729942421,0,0,0,0,0,0,0,0,1028451.3,0,0,0,0,0,0,0,0,0
110.037656815246,0,0,0,0,0,0,0,0,,None,111.044933282126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1079804.1
110.044452389538,0,0,0,0,0,0,0,0,,None,111.051728856418,0,0,0,0,0,0,0,0,1039426.4,0,0,0,0,0,0,0,0,0
110.058649700466,0,0,0,0,0,0,0,0,,None,111.065926167346,0,0,0,0,0,0,1026908.6,0,0,0,0,0,0,0,0,0,0,0
110.101661604972,0,0,0,0,0,0,0,0,,None,111.108938071852,0,0,0,0,0,0,0,1043168.9,0,0,0,0,0,0,0,0,0,0
110.104419033219,0,0,0,0,0,0,0,0,,None,111.111695500099,0,0,0,0,0,1160150.5,0,0,0,0,0,0,0,0,0,0,0,0
110.136834755215,0,0,0,0,0,0,0,0,,None,111.144111222095,0,0,0,1043373.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110.154990668059,0,0,0,0,0,0,0,0,,None,111.162267134939,0,0,0,1080536.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110.174939643532,0,0,0,0,0,0,0,0,,None,111.182216110412,0,0,1054736.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110.193921319629,0,0,0,0,0,0,0,0,,None,111.201197786509,0,0,0,0,0,0,0,0,0,0,0,1076804.9,0,0,0,0,0,0
110.203793539961,0,0,0,0,0,0,0,0,,None,111.211070006841,0,0,0,0,0,1034099.4,0,0,0,0,0,0,0,0,0,0,0,0
110.233244278125,0,0,0,0,0,0,0,0,,None,111.240520745005,0,0,0,0,0,0,0,0,0,0,0,0,1063157.4,0,0,0,0,0
110.240785859548,0,0,0,0,0,0,0,0,,None,111.248062326428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041600.4
110.251597937034,0,0,0,0,0,0,0,0,,None,111.258874403914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1028288.8,0
110.262655129715,0,0,0,0,0,0,0,0,,None,111.269931596595,0,0,0,0,0,0,0,0,0,0,0,0,1030673.8,0,0,0,0,0
110.262893962977,0,0,0,0,0,0,0,0,,None,111.270170429857,0,0,1634340.5,0,0,0,1808682.9,0,0,0,0,0,0,0,0,0,0,0
110.270225683408,0,0,0,0,0,0,0,0,,None,111.277502150288,0,0,0,0,0,0,1028074.5,0,0,0,0,0,0,0,0,0,0,0
110.383436520048,0,0,0,0,0,0,0,0,,None,111.390712986928,0,0,0,0,0,0,0,0,0,0,0,0,1043467.1,0,0,0,0,0
110.396271707255,0,0,0,0,0,0,0,0,,None,111.403548174135,0,0,0,0,0,0,0,0,1030732.3,0,0,0,0,0,0,0,0,0
110.41062813691,0,0,0,0,0,0,0,0,,None,111.41790460379,0,0,0,0,0,0,0,1045825.5,0,0,0,0,0,0,0,0,0,0
110.478849312061,0,0,0,0,0,0,0,0,,None,111.486125778941,0,0,0,0,0,0,0,0,1159504.1,0,0,0,0,0,0,0,0,0
110.498377076578,0,0,0,0,0,0,0,0,,None,111.505653543458,0,0,0,0,0,1030748.8,0,0,0,0,0,0,0,0,0,0,0,0
110.522028737691,0,0,0,0,0,0,0,0,,None,111.529305204571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049423.1,0
110.529369922514,0,0,0,0,0,0,0,0,,None,111.536646389394,0,0,0,0,0,1101411.3,0,0,0,0,0,0,0,0,0,0,0,0
110.615185436114,0,0,0,0,0,0,0,0,,None,111.622461902994,0,0,0,0,0,0,0,0,0,0,0,0,0,1027854.8,0,0,0,0
110.629162019299,0,0,0,0,0,0,0,0,,None,111.636438486179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1142182,0,0
110.646607220155,0,0,0,0,0,0,0,0,,None,111.653883687035,0,0,0,0,0,0,0,0,0,0,1043627.9,0,0,0,0,0,0,0
110.650251168614,0,0,0,0,0,0,0,0,,None,111.657527635494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1093264.8,0
110.679738350128,0,0,0,0,0,0,0,0,,None,111.687014817008,0,0,0,0,0,0,0,0,1052166.3,0,0,0,0,0,0,0,0,0
110.759271416944,0,0,0,0,0,0,0,0,,None,111.766547883824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1051295
110.769508920029,0,0,0,0,0,0,0,0,,None,111.776785386909,0,0,0,0,0,0,0,0,1099161.9,0,0,0,0,0,0,0,0,0
110.784727492241,0,0,0,0,0,0,0,0,,None,111.792003959121,0,0,0,0,0,0,0,0,0,0,0,0,1033301.6,0,0,0,0,0
110.809758404806,0,0,0,0,0,0,0,0,,None,111.817034871686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1058296.4,0,0,0
110.810683516215,0,0,0,0,0,0,0,0,,None,111.817959983095,0,0,0,1080391.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110.828793344324,0,0,0,0,0,0,0,0,,None,111.836069811204,0,0,0,0,0,0,0,0,0,0,0,0,0,1111941.9,0,0,0,0
110.853468310266,0,0,0,0,0,0,0,0,,None,111.860744777146,0,0,0,1114689.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110.884229120989,0,0,0,0,0,0,0,0,,None,111.891505587869,0,0,1102787.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110.899005757865,0,0,0,0,0,0,0,0,,None,111.906282224745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1027516.2
110.93290474261,0,0,0,0,0,0,0,0,,None,111.94018120949,0,0,0,0,0,0,0,0,0,0,0,0,1027189.8,0,0,0,0,0
110.996999483969,0,0,0,0,0,0,0,0,,None,112.004275950849,0,0,0,0,0,0,0,0,0,0,0,0,0,1060841.5,0,0,0,0
111.04920539625,0,0,0,0,0,0,0,0,,None,112.05648186313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094405.5,0
111.073464788412,0,0,0,0,0,0,0,0,,None,112.080741255292,0,0,0,0,0,0,0,0,0,1164145.1,0,0,0,0,0,0,0,0
111.085907152667,0,0,0,0,0,0,0,0,,None,112.093183619547,0,0,0,0,0,1055504.8,0,0,0,0,0,0,0,0,0,0,0,0
111.096350186636,0,0,0,0,0,0,0,0,,None,112.103626653516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1071959.4,0
111.116419720965,0,0,0,0,0,0,0,0,,None,112.123696187845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090639.5,0,0
111.195710224691,0,0,0,0,0,0,0,0,,None,112.202986691571,0,0,0,0,0,0,1030600.6,0,0,0,0,0,0,0,0,0,0,0
111.217100558469,0,0,0,0,0,0,0,0,,None,112.224377025349,0,0,0,1369952.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111.232548225289,0,0,0,0,0,0,0,0,,None,112.239824692169,0,0,0,0,0,0,0,0,0,0,0,0,1044686.6,0,0,0,0,0
111.236788203805,0,0,0,0,0,0,0,0,,None,112.244064670685,0,0,0,0,0,0,0,0,0,0,0,0,1029674.4,0,0,0,0,0
111.25835409934,0,0,0,0,0,0,0,0,,None,112.26563056622,0,0,0,0,0,0,0,1051241.6,0,0,0,0,0,0,0,0,0,0
111.30024937573,0,0,0,0,0,0,0,0,,None,112.30752584261,0,0,0,0,0,0,0,0,0,0,0,1043918.4,0,0,0,0,0,0
111.311126327025,0,0,0,0,0,0,0,0,,None,112.318402793905,0,0,0,0,0,0,0,0,0,0,0,1221101.9,0,0,0,0,0,0
111.351260829799,0,0,0,0,0,0,0,0,,None,112.358537296679,0,0,0,0,0,1030968.7,0,0,0,0,0,0,0,0,0,0,0,0
111.364343557308,0,0,0,0,0,0,0,0,,None,112.371620024188,0,0,0,0,0,0,0,0,0,0,0,0,1097920.1,0,0,0,0,0
111.369401338811,0,0,0,0,0,0,0,0,,None,112.376677805691,0,0,0,0,1067633,0,0,0,0,0,0,0,0,0,0,0,0,0
111.374652042529,0,0,0,0,0,0,0,0,,None,112.381928509409,0,0,0,0,0,0,0,0,0,0,0,1048683,0,0,0,0,0,0
111.385056966819,0,0,0,0,0,0,0,0,,None,112.392333433699,0,0,0,0,0,0,0,0,1144913,0,0,0,0,0,0,0,0,0
111.404624270475,0,0,0,0,0,0,0,0,,None,112.411900737355,0,0,0,0,0,0,0,0,0,1046001.9,0,0,0,0,0,0,0,0
111.469041563338,0,0,0,0,0,0,0,0,,None,112.476318030218,0,0,0,0,0,0,0,0,1033997.3,0,0,0,0,0,0,0,0,0
111.485214547225,0,0,0,0,0,0,0,0,,None,112.492491014105,0,0,0,0,0,0,0,0,0,0,0,1098154,0,0,0,0,0,0
111.499068092313,0,0,0,0,0,0,0,0,,None,112.506344559193,0,0,0,0,0,1095686.1,0,0,0,0,0,0,0,0,0,0,0,0
111.519886619734,0,0,0,0,0,0,0,0,,None,112.527163086614,0,0,0,0,1078842.4,0,0,0,0,0,0,0,0,0,0,0,0,0
111.528002942939,0,0,0,0,0,0,0,0,,None,112.535279409819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1085139,0,0,0
111.541312748532,0,0,0,0,0,0,0,0,,None,112.548589215412,0,0,0,0,0,0,0,1063821.3,0,0,0,0,0,0,0,0,0,0
111.546940696714,0,0,0,0,0,0,0,0,,None,112.554217163594,0,0,0,0,0,0,0,0,0,0,1056334.4,0,0,0,0,0,0,0
111.572631155471,0,0,0,0,0,0,0,0,,None,112.579907622351,0,0,0,0,0,0,0,0,0,0,0,1278190,0,0,0,0,0,0
111.573039063527,0,0,0,0,0,0,0,0,,None,112.580315530407,0,0,0,0,0,0,0,0,1111976.6,0,0,0,0,0,0,0,0,0
111.576099139927,0,0,0,0,0,0,0,0,,None,112.583375606807,0,0,0,0,0,0,0,0,0,0,0,1042377.9,0,0,0,0,0,0
111.585224307396,0,0,0,0,0,0,0,0,,None,112.592500774276,0,0,0,0,1043807.6,0,0,0,0,0,0,0,0,0,0,0,0,0
111.598900949939,0,0,0,0,0,0,0,0,,None,112.606177416819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1063360.5,0
